ID,REFERENCIA,BIBLIOGRAFÍA,AUTOR,TÍTULO,FECHA,CRITERIO,BLOQUE,MEDIO,SOPORTE,TEMA,PAÍS,ZONA,TIPOLOGÍA,NOTAS,CONCORDANCIA
299,Cicerón,"Rodríguez Reyes, Abdiel: «Maquiavelo, política e historia». González O., Luis J....[et al.]: Cátedra. Revista especializada en estudios culturales y humanístico. Panamá: CIFHU, 2017.","González O., Luis J....[et al.]",Cátedra. Revista especializada en estudios culturales y humanístico,2017,Primera edición,No ficción,Escrito,Prensa,"Artes, cultura y espectáculos",Panamá,México y Centroamérica,Académico,Nº 14,"La educación humanista de la época era determinante para los asuntos públicos. Los políticos eran quienes habían adquirido la mejor formación en ese sentido. Esta educación tenía sus raíces, a partir del siglo XIV, en la tradición romana, en particular en Cicerón, y buscaba subordinar los intereses privados a los públicos."
299,Cicerón,"Rodríguez Reyes, Abdiel: «Maquiavelo, política e historia». González O., Luis J....[et al.]: Cátedra. Revista especializada en estudios culturales y humanístico. Panamá: CIFHU, 2017.","González O., Luis J....[et al.]",Cátedra. Revista especializada en estudios culturales y humanístico,2017,Primera edición,No ficción,Escrito,Prensa,"Artes, cultura y espectáculos",Panamá,México y Centroamérica,Académico,Nº 14,"Para Maquiavelo, la política tiene como objeto de estudio el comportamiento humano, pero también, el retomar la historia como maestra de la vida, así como la concebía Cicerón. Pero no cualquier historia, sino una en particular, la de los romanos. ¿Qué importancia tiene está historia en particular? Ya la pensadora política del siglo XX Hannah Arendt nos dio una pista, pues esta era la historia del “pueblo más político que hemos conocido” (Arendt, 2015: 35"
299,Cicerón,"Rodríguez Reyes, Abdiel: «Maquiavelo, política e historia». González O., Luis J....[et al.]: Cátedra. Revista especializada en estudios culturales y humanístico. Panamá: CIFHU, 2017.","González O., Luis J....[et al.]",Cátedra. Revista especializada en estudios culturales y humanístico,2017,Primera edición,No ficción,Escrito,Prensa,"Artes, cultura y espectáculos",Panamá,México y Centroamérica,Académico,Nº 14,"El concepto de los studia humanistatis derivaba defuentes romanas, especialmente de Cicerón, cuyos ideales pedagógicos habían sido reactivados por los humanistas del siglo XIV y llegaron a ejercer una poderosa influencia en las universidades y en el gobierno de la vida pública italiana. Los humanistas se distinguen ante todo por su adhesión a una teoría particular de los contenidos característicos de una educación verdaderamente humana (Skinner, 2008"
299,Cicerón,"Rodríguez Reyes, Abdiel: «Maquiavelo, política e historia». González O., Luis J....[et al.]: Cátedra. Revista especializada en estudios culturales y humanístico. Panamá: CIFHU, 2017.","González O., Luis J....[et al.]",Cátedra. Revista especializada en estudios culturales y humanístico,2017,Primera edición,No ficción,Escrito,Prensa,"Artes, cultura y espectáculos",Panamá,México y Centroamérica,Académico,Nº 14,"Así, Maquiavelo entiende la virtud como el obrar bien en la vida pública, sin carga moral de ningún tipo. Ese es el ideal máximo —si nos remitimos a Cicerón, es notable su preocupación por la utilidad, pero también por la honestidad—, aunque la naturaleza humana tienda más bien a lo contrario: al egoísmo y a la corrupción, patologías sociales de las que Roma no escapó (Bravo & González, 2008). Tanto la retórica en el mundo clásico como los"
299,Cicerón,"Rodríguez Reyes, Abdiel: «Maquiavelo, política e historia». González O., Luis J....[et al.]: Cátedra. Revista especializada en estudios culturales y humanístico. Panamá: CIFHU, 2017.","González O., Luis J....[et al.]",Cátedra. Revista especializada en estudios culturales y humanístico,2017,Primera edición,No ficción,Escrito,Prensa,"Artes, cultura y espectáculos",Panamá,México y Centroamérica,Académico,Nº 14,Esta tensión está presente en la tradición clásica romana. Cicerón pensaba al respecto que:
299,Cicerón,"Rodríguez Reyes, Abdiel: «Maquiavelo, política e historia». González O., Luis J....[et al.]: Cátedra. Revista especializada en estudios culturales y humanístico. Panamá: CIFHU, 2017.","González O., Luis J....[et al.]",Cátedra. Revista especializada en estudios culturales y humanístico,2017,Primera edición,No ficción,Escrito,Prensa,"Artes, cultura y espectáculos",Panamá,México y Centroamérica,Académico,Nº 14,"En el siglo XIX, Marx pensaba algo parecido: “Los filósofos no han hecho más que interpretar de diversos modos el mundo, pero de lo que se trata es de transformarlo’’ (Marx & Engels, 1976: 10).Por lo visto, en el largo trecho recorrido desde Cicerón hasta hoy, pasando por Marx, se hace presente esa tensión de qué es primero y mejor entre lo teórico y lo práctico. En medio de estas dos citas, tanto cronológica, vivencial como metodológicamente, está Maquiavelo."
299,Cicerón,"Rodríguez Reyes, Abdiel: «Maquiavelo, política e historia». González O., Luis J....[et al.]: Cátedra. Revista especializada en estudios culturales y humanístico. Panamá: CIFHU, 2017.","González O., Luis J....[et al.]",Cátedra. Revista especializada en estudios culturales y humanístico,2017,Primera edición,No ficción,Escrito,Prensa,"Artes, cultura y espectáculos",Panamá,México y Centroamérica,Académico,Nº 14,"Maquiavelo se sitúa quince siglos después de Cicerón y cuatro antes de Marx. Fue un hombre de acción, un hombre público que además se ocupó de la reflexión teórica. En el plano metodológico, que es el que más nos interesa, le concede un puesto importantísimo a la interacción de la teoría y la práctica, teniendo a la historia como péndulo alrededor de"
299,Cicerón,"Rodríguez Reyes, Abdiel: «Maquiavelo, política e historia». González O., Luis J....[et al.]: Cátedra. Revista especializada en estudios culturales y humanístico. Panamá: CIFHU, 2017.","González O., Luis J....[et al.]",Cátedra. Revista especializada en estudios culturales y humanístico,2017,Primera edición,No ficción,Escrito,Prensa,"Artes, cultura y espectáculos",Panamá,México y Centroamérica,Académico,Nº 14,"y liberales más reaccionarios hasta los más eruditos; prejuicios que no ayudan para nada al equilibrio necesario. La mayoría de los autores analizan a la plebe con “una actitud de profunda desconfianza y recelo, cuando no de abierto rechazo y condena tajante” (Duplá, 2008: 953). Desde los clásicos como Cicerón se puede ver este sesgo ideológico, se puede perder mucho si se sigue pensando y estudiando bajo este esquema reduccionista a la multitud o plebe, hay toda una rica historia “desde abajo” que ayudaría al equilibrio (Duplá, 2008: 954)."
21,Cicerón,"Badillo O´Farrell, Pablo: «Oakeshott o la filosofía política de un caballero escéptico». Revista de estudios políticos. España: Centro de Estudios Constitucionales, 2017.","Badillo O´Farrell, Pablo",Revista de estudios políticos,2017,Primera edición,No ficción,Escrito,Prensa,"Política, economía y justicia",España,,Académico,Vol. 178,"ser alterado, como las normas que emanan de las autoridades, y lo son por decisiones judiciales o administrativas. De esta manera, nos percatamos de que en el planteamiento oakeshattiano se produce una nueva realidad que es fruto de esta red de normas que constituyen la res publica, lo que nos trae ideas con claros aromas ciceronianos, y dentro de la cual el gran protagonista es el civis."
80,Cicerón,"Díaz-Tendero Bollain, Aída: Envejecimiento en Centroamérica y el Caribe. México: Universidad Nacional Autónoma de México-Centro de Investigaciones sobre América Latina y el Caribe, 2018.","Díaz-Tendero Bollain, Aída",Envejecimiento en Centroamérica y el Caribe,2018,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",México,México y Centroamérica,Académico,,"En la reconstrucción de la historia del término es imperativo tener en consideración tanto los antecedentes que provienen del ámbito jurídico, como aquellos procedentes de la filosofía moral y social —de Cicerón, a Aristóteles, el estoicismo, la tradición escolástica, Rousseau, la Escuela inglesa de la ""ética de la simpatía""— tal y como señala María P. Duque."
3,Cicerón,"Accatino, Sandra: «TRAZAR UN LUGAR EN LA MEMORIA. MNEMOTECNIAS EN LOS PLANOS, MAPAS Y DIBUJOS DE ISLA DAWSON DE MIGUEL LAWNER». Revista 180. Santiago de Chile: revista180.udp.cl, 2019.","Accatino, Sandra",Revista 180,2019,Primera edición,No ficción,Escrito,Prensa,"Artes, cultura y espectáculos",Chile,Chilena,Académico,Núm. 44,"Destinado a recordar discursos y prédicas o largos listados de conceptos y nociones, el ars memoriae fue descrito en el De oratore de Cicerón, en el anónimo Ad Herennium y en la Institutio Oratoria de Quintiliano y alcanzó un vasto desarrollo durante la Edad Media y hasta la difusión de la imprenta10. Al igual que la técnica del recuerdo que utilizó Lawner para memorizar el plano de Río Chico, las reglas del ars memoriae se fundaban en la observación de las condiciones"
3,Cicerón,"Accatino, Sandra: «TRAZAR UN LUGAR EN LA MEMORIA. MNEMOTECNIAS EN LOS PLANOS, MAPAS Y DIBUJOS DE ISLA DAWSON DE MIGUEL LAWNER». Revista 180. Santiago de Chile: revista180.udp.cl, 2019.","Accatino, Sandra",Revista 180,2019,Primera edición,No ficción,Escrito,Prensa,"Artes, cultura y espectáculos",Chile,Chilena,Académico,Núm. 44,"Utilizaba tres recursos esenciales: los lugares (loci), el orden y las imágenes (imagines agentes). Quien practicaba el arte de la memoria fijaba en la mente una composición ordenada de lugares y en cada uno colocaba una imagen explícitamente vinculada al contenido que se deseaba recordar. Las imágenes debían ser, escribió Cicerón, intensas y potentes, vívidas y emocionantes, con ""el poder de llegar a la psique y penetrar en ella"" (II, 34, 358). Los lugares en los que habían sido colocadas —ciudades, palacios, templos, teatros, armarios, diagramas del paraíso o del infierno, mapas"
3,Cicerón,"Accatino, Sandra: «TRAZAR UN LUGAR EN LA MEMORIA. MNEMOTECNIAS EN LOS PLANOS, MAPAS Y DIBUJOS DE ISLA DAWSON DE MIGUEL LAWNER». Revista 180. Santiago de Chile: revista180.udp.cl, 2019.","Accatino, Sandra",Revista 180,2019,Primera edición,No ficción,Escrito,Prensa,"Artes, cultura y espectáculos",Chile,Chilena,Académico,Núm. 44,"los lugares y procuró ""fijar las imágenes en su mente durante la reclusión"" para luego depositarlas en los planos de isla Dawson (Decreto 132 2010 del Ministerio de Educación). También el antiguo arte de la memoria sugería que los loci se dispusieran a intervalos regulados conforme a la medida del cuerpo humano (Cicerón, II, 34, 358) y fueran estudiados ""con especial cuidado, de manera que se graben en nosotros para siempre"" (Ret. Ad Her., III, 31)."
367,Cicerón,"Álvarez de Araya Cid, Guadalupe: «GÉNEROS DE LA PINTURA, PINTURA DE GÉNERO: HACIA UNA NUEVA LECTURA DE LA PINTURA DE CASTAS». Revista 180. Santiago de Chile: revista180.udp.cl, 2019.","Álvarez de Araya Cid, Guadalupe",Revista 180,2019,Primera edición,No ficción,Escrito,Prensa,"Artes, cultura y espectáculos",Chile,Chilena,Académico,Núm. 44,"comedia, la sátira y la escena de género, se estima que una aproximación más íntima a la retórica de la primera modernidad, permitirá entender la designación de ""pintura ridícula"" que tuvo originalmente la escena de género y así también se puede entender cómo fue posible que esta lograra cumplir funciones moralizantes, de acuerdo al precepto ciceroniano del docere, delectare e movere, ampliamente citado en la primera modernidad. Por otro lado, este régimen de construcción de imágenes permite también entender no solo el surgimiento y la integración de géneros en la pintura de los siglos XVII, XVIII y XIX, sino también la aparición de nuevos regímenes compositivos para los géneros"
334,Plauto,"Sánchez, Carmen: Arte y erotismo en el mundo clásico. Madrid: Ediciones Siruela, 2005.","Sánchez, Carmen",Arte y erotismo en el mundo clásico,2005,Primera edición,No ficción,Escrito,Libro,"Artes, cultura y espectáculos",España,,Académico,,"que para un romano no era lícita la relación con otro romano de cualquier edad. «La pasividad sexual para un hombre libre es un crimen, para el esclavo una necesidad, para un liberto un deber.» La relación homosexual ha de ser la de un hombre libre con un esclavo. En la comedia de Plauto se muestra qué espera un dueño de su esclavo y cómo se empieza a jugar con él; primero ""el esclavo debe ponerse a cuatro patas"". El sexo, y no precisamente el intercrural, era un servicio que debía un esclavo a su amo. ¡Qué diferente de la experiencia pedagógica de los amantes"
304,Plauto,"Romera Castillo, José: «I. Sesiones plenarias: Sobre teatro (musical) y globalización en España». Romera Castillo, José [ed.]: Tendencias escénicas al inicio del siglo XXI. Madrid: Visor Libros, 2006.","Romera Castillo, José [ed.]",Tendencias escénicas al inicio del siglo XXI,2006,Primera edición,No ficción,Escrito,Libro,"Artes, cultura y espectáculos",España,,Académico,"Actas del XV Seminario Internacional del Centro de Investigación de Semiótica Literaria, Teatral y Nuevas Tecnologías, Madrid, UNED, 27 al 29 de junio de 2005","Buena prueba de ello nos las ofrece la historia del teatro -si seguimos fijándonos en la cultura occidental- desde los clásicos dramaturgos griegos (los trágicos Esquilo y La Orestíada; Sófocles con Antígona y Edipo rey; Eurípides con Medea; y los comediógrafos Aristófanes con Lisístrata; Menandro, etc.) y romanos (Plauto con su Anfitrión; Terencio con su Andria; Séneca con Fedra), pasando por Shakespeare en Inglaterra; Corneille, Racine y Molière en Francia; los españoles Lope de Vega y Calderón de la Barca; Goethe y Schiller en Alemania, hasta llegar a los más cercanos como Ibsen, Stindberg, Bertolt Brecht, Pirandello, Artaud, Beckett, Grotowski"
122,Plauto,"Gil, Juan: El burlador y sus estragos. Madrid: Real Academia Española, 2011.","Gil, Juan",El burlador y sus estragos,2011,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,El texto contiene citas ajenas al autor,"empezar, bueno será recordar que los términos «carnero» ( aries, ueruex) y «macho cabrío» (; hircus, caper) encerraron un sentido peyorativo en el mundo latino desde tiempo inmemorial. El segundo, un animal hediondo y libidinoso, llegó a significar «capado». Así, un marido de Plauto expresa su temor a ser castrado como un macho cabrío y uno de los Menecmos llama hircus a un viejo, alusión evidente a su impotencia; Catulo amenaza con tomar represalias de una pandilla de rijosos amigotes que, creyéndose la crema de la virilidad, tomaban al resto de la gente por machos cabríos, esto"
122,Plauto,"Gil, Juan: El burlador y sus estragos. Madrid: Real Academia Española, 2011.","Gil, Juan",El burlador y sus estragos,2011,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,El texto contiene citas ajenas al autor,"el macho cabrío antes del sacrificio, ve la hernia inguinal del harúspice y, ni corto ni perezoso, convierte también al sacerdote en un caper, es decir, en un capado. La misma evolución semántica muestra 'carnero': ueruex, un insulto ('estúpido', 'imbécil') en Plauto, Petronio y Juvenal, parece tener ya el valor de 'carnero capado' en Apuleyo. Sin esfuerzo, pues, se pudo aplicar al marido burlado el calificativo de 'cabrón' o 'carnero', y de ahí elevar a una categoría general los cuernos como distintivo más visible de los dos animales odiosos"
122,Plauto,"Gil, Juan: El burlador y sus estragos. Madrid: Real Academia Española, 2011.","Gil, Juan",El burlador y sus estragos,2011,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,El texto contiene citas ajenas al autor,"amigablemente gracias a una interesada componenda entre las partes; además, el propio planteamiento de la acción dramática, al ser el lance amoroso tan poco común en la sociedad libre de Atenas, obliga a que se desvanezca no pocas veces la frontera entre una doncella y una prostituta, como ocurre a menudo en el teatro de Plauto; y, por si esto fuera poco, el empleo de cierta fuerza en el combate amoroso está justificado en Ovidio. De la misma manera, frente a las truculentas venganzas con que terminan algunos dramas barrocos —no hace falta ser un zahorí para adivinar el destino que hubiese dado un Calderón a la esposa infiel, a"
142,Plauto,"Gutiérrez Carou, Javier: «Hacia una biblioteca pregoldoniana digital». Baraibar, Álvaro [ed.]: Visibilidad y divulgación de la investigación desde las humanidades digitales. Experiencias y proyectos. Pamplona: Servicio de Publicaciones de la Universidad de Navarra, 2014.","Baraibar, Álvaro [ed.]",Visibilidad y divulgación de la investigación desde las humanidades digitales. Experiencias y proyectos,2014,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,,"lista. Además, el concepto plantea un problema diacrónico y diatópico evidente: ¿en qué estrato cronológico se debe fijar el límite antes del cual no procede continuar indagando? ¿Cuáles han de ser las fronteras lingüístico-culturales de nuestro estudio? Permítasenos un ejemplo ciertamente extremo, pero iluminador: ¿debemos estudiar a Plauto como autor pregoldoniano?"
105,Plauto,"García Gual, Carlos: «INTRODUCCIÓN». Audacias femeninas. Mujeres del mundo antiguo. Madrid: Turner, 2019.","García Gual, Carlos",Audacias femeninas. Mujeres del mundo antiguo,2019,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,"Nueva edición, ampliada. La edición original se publicó en 1991","Los bellos, jóvenes, ingenuos y amables protagonistas triunfan siempre, mientras que los viejos, fanfarrones, codiciosos y torpes actores secundarios se dan algunos trastazos bien aplaudidos por el público y son castigados. Toda una lección de moral cómica, muy lejana a la de la tragedia y la comedia clásicas. Menandro y, luego, Plauto y Terencio tratan de divertir a un público que no gusta ya de feroces tragedias ni de propuestas utópicas. Pero la mayoría de esas estupendas protagonistas son, en las comedias de Menandro, jóvenes y bellas cortesanas de buen corazón."
110,Plauto,"García Gual, Carlos: «VIII. TARSIA». Audacias femeninas. Mujeres del mundo antiguo. Madrid: Turner, 2019.","García Gual, Carlos",Audacias femeninas. Mujeres del mundo antiguo,2019,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,"Nueva edición, ampliada. La edición original se publicó en 1991","Algunos estudiosos, como Klebs y Perry, han subrayado el tono y ambiente cómico de algunas escenas —como la que hemos citado— que nos recuerdan los de algunas comedias y farsas latinas, como las de Plauto, por ejemplo. También, probablemente, pueden guardar ecos de las escenas bufas de algunos ""mimos"", un tipo de teatro cómico popular en la época."
87,Empédocles,"Esquivel Marín, Sigifredo: «Las ideas musicales de Gilles Deleuze». Espinosa Proa, Sergio [coord.]: Consonancias y disonancias. Filosofía y música en el fin de milenio. Zacatecas: Unidad Academica de Docencia Superior, Universidad Autónoma de Zacatecas, 2001.","Espinosa Proa, Sergio [coord.]",Consonancias y disonancias. Filosofía y música en el fin de milenio,2001,Primera edición,No ficción,Escrito,Libro,"Artes, cultura y espectáculos",México,México y Centroamérica,Académico,,"Con el romanticismo, un nuevo grito resuena: «¡La tierra, el territorio, la tierra!» El artista renuncia a la ambición de una divinidad universal creadora, enfrenta infierno y subterráneo, y se instala como pararrayos en el abismo. Corre el riesgo de Empédocles: hundirse en la tierra, enterrarse en las entrañas. Mahler ya no se satisface con el canto de los pájaros, el color de las flores, el olor de los bosques. Exige a Dionisos y a Pan un ritornelo que capte todo: al ritornelo nana, al ritornelo militar, a"
86,Empédocles,"Espinosa Proa, Sergio: «El sitio de la música: de la metafísica a la geofísica». Espinosa Proa, Sergio [coord.]: Consonancias y disonancias. Filosofía y música en el fin de milenio. Zacatecas: Unidad Academica de Docencia Superior, Universidad Autónoma de Zacatecas, 2001.","Espinosa Proa, Sergio [coord.]",Consonancias y disonancias. Filosofía y música en el fin de milenio,2001,Primera edición,No ficción,Escrito,Libro,"Artes, cultura y espectáculos",México,México y Centroamérica,Académico,,"todas las fuerzas, tanto las de la tierra como las de otras sustancias. De manera que el artista ya no se enfrenta al caos, sino al infierno y al subterráneo, al abismo. Ya no corre el riesgo de disiparse en los medios, sino de hundirse profundamente en la Tierra, Empédocles. Ya no se identifica con la creación, sino con el fundamento o la fundación; la fundación ha devenido creadora. Ya no es Dios, sino Héroe que lanza a Dios su desafío: fundemos, fundemos, dejemos ya de crear». El arte romántico ya no experimenta la apertura del Caos, sino"
95,Empédocles,"Galarraga R., Nelly R.: «La complejidad del concepto salud manifestado a través de las discrepancias en el diagnóstico y tratamiento aplicado a pacientes ortodóncicos de la U.C.V.». Acta Odontológica Venezolana. Caracas: Acta Odontológica Venezolana.cm, 2003-01-01.","Galarraga R., Nelly R.",Acta Odontológica Venezolana,2003,Primera edición,No ficción,Escrito,Prensa,Salud,Venezuela,Caribe continental,Académico,Periodicidad: cuatrimestral. El texto fuente contiene citas ajenas al autor,"En el siglo VI antes de Cristo, el biólogo Alcemos, identificó al ""cerebro como el asiento de los sentidos"" y el filósofo Empedocles, (Siciliano) desarrolló ""el concepto de que la enfermedad es primariamente una manifestación de un desequilibrio en la armonía perfecta de los cuatro elementos —fuego, aire, agua y tierra—"". Es así como inferimos que la salud, pareciera alejarse de ese velo mágico, aproximándose con más firmeza hacia la"
10,Empédocles,"Alatorre, Antonio: El heliocentrismo en el mundo de habla española. México D. F.: Fondo de Cultura Económica, 2011.","Alatorre, Antonio",El heliocentrismo en el mundo de habla española,2011,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",México,México y Centroamérica,Académico,"Publicado anteriormente en el volumen colectivo Galileo (El Colegio Nacional, México, 2010)",". Comienza, evidentemente, con la observación de la salida y la puesta del Sol, la Luna y algunos otros cuerpos celestes (Venus sobre todo). Y primero están los presocráticos. Parménides entendió ya dos cosas: que la Tierra es esférica, y que la Luna recibe su luz del Sol. Empédocles vio lo mismo, y de allí dedujo la causa de los eclipses de Sol. Éstos son asimismo los conocimientos de Anaxágoras. (A propósito de Empédocles y Anaxágoras hay que intercalar una observación. En los tiempos actuales todo el mundo se entera de un descubrimiento astronómico al día siguiente de haberse hecho, pero"
10,Empédocles,"Alatorre, Antonio: El heliocentrismo en el mundo de habla española. México D. F.: Fondo de Cultura Económica, 2011.","Alatorre, Antonio",El heliocentrismo en el mundo de habla española,2011,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",México,México y Centroamérica,Académico,"Publicado anteriormente en el volumen colectivo Galileo (El Colegio Nacional, México, 2010)","). Y primero están los presocráticos. Parménides entendió ya dos cosas: que la Tierra es esférica, y que la Luna recibe su luz del Sol. Empédocles vio lo mismo, y de allí dedujo la causa de los eclipses de Sol. Éstos son asimismo los conocimientos de Anaxágoras. (A propósito de Empédocles y Anaxágoras hay que intercalar una observación. En los tiempos actuales todo el mundo se entera de un descubrimiento astronómico al día siguiente de haberse hecho, pero en aquellos tiempos los hallazgos, las teorías y las hipótesis pertenecían exclusivamente a quienes tenían ""afición al saber"", que eso es lo que significa"
176,Empédocles,"Lledó, Emilio: El origen del diálogo y la ética. Madrid: Gredos, 2011.","Lledó, Emilio",El origen del diálogo y la ética,2011,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,Se han eliminado las breves notas bibliográficas que aparecen al final de cada parte,"de la paideía. En el Protágoras (325d-326c) ha dejado Platón un recuerdo de su educación infantil. Por Aristóteles sabemos (Metafísica 987a 32 sigs.) que, antes de conocer a Sócrates, había sido discípulo de Crátilo, quien le enseñó la doctrina de Heráclito. A través de Crátilo pudo conocer Platón el poema de Empédocles y el libro de Anaxágoras. Niño aún, entró Platón en contacto con Sócrates, si creemos el famoso sueño que nos narra Diógenes Laercio (III 5); pero lo más verosímil es que Platón tuviese ya veinte años cuando empieza a cultivar la amistad de Sócrates, a quien, tal vez, por ser un personaje popular"
176,Empédocles,"Lledó, Emilio: El origen del diálogo y la ética. Madrid: Gredos, 2011.","Lledó, Emilio",El origen del diálogo y la ética,2011,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,Se han eliminado las breves notas bibliográficas que aparecen al final de cada parte,"y un retrato en mármol, el único auténtico, desde el que nos miran unos ojos muy abiertos de tanto estar fuera de la caverna, y una boca entristecida. «¿Por qué todos los hombres extraordinarios en la filosofía, la política, la poesía o las artes son melancólicos...? Entre los primeros, Empédocles, Platón, Sócrates» (Aristóteles, Problemas 953ª 10)."
121,Empédocles,"Gaviria Díaz, Carlos: Mito o logos: hacia La República de Platón. Bogotá: Luna Libros, 2013.","Gaviria Díaz, Carlos",Mito o logos: hacia La República de Platón,2013,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",Colombia,Caribe continental,Académico,El texto contiene citas ajenas al autor,"La aparición temprana del  en el pensamiento griego es un hecho significativo que no puede pasarse por alto, pues va a jugar un papel determinante en la cultura helénica; Empédocles hará de él un concepto central en su obra (esa sí de indiscutible cuño filosófico aunque nimbada también de poesía), al concebirlo como la fuerza conformadora del cosmos, y Platón, probablemente siguiendo a Anaxágoras, proyectará esa fuerza en la interioridad del hombre para resolver un problema nodal en su sistema"
121,Empédocles,"Gaviria Díaz, Carlos: Mito o logos: hacia La República de Platón. Bogotá: Luna Libros, 2013.","Gaviria Díaz, Carlos",Mito o logos: hacia La República de Platón,2013,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",Colombia,Caribe continental,Académico,El texto contiene citas ajenas al autor,"Gorgias de Leontini fue arquetipo del humanista escéptico y del orador imaginativo (Protágoras era el razonador). Discípulo de Empédocles, cultivó la ciencia natural, la moral y la dialéctica. Desengañado de los pobres alcances del conocimiento científico, optó por la retórica, que rinde frutos menos ilusorios. Su escepticismo radical está condensado en estas tres proposiciones que se le atribuyen:"
145,Empédocles,"Gómez Lozada, Juan Manuel: Ernst Bloch. Dialéctica de la esperanza. Caracas: El perro y la rana, 2013.","Gómez Lozada, Juan Manuel",Ernst Bloch. Dialéctica de la esperanza,2013,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",Venezuela,Caribe continental,Académico,,"Solo quien tiene esperanza presume de encontrar razones nuevas en lo inesperado. Es la lucha entre dos fuerzas, ""la amistad y la discordia"" (Empédocles, 1963: 34). Amago de las enfermedades y males repartidos a la humanidad, que al destapar ""Pandora el ánfora de Epimeteo solo quedó allí dentro la Esperanza aprisionada bajo los bordes de la jarra, sin poder volar hacia la puerta"" (Hesíodo, 1975: 132). Castigo de Zeus a"
334,Pausanias,"Sánchez, Carmen: Arte y erotismo en el mundo clásico. Madrid: Ediciones Siruela, 2005.","Sánchez, Carmen",Arte y erotismo en el mundo clásico,2005,Primera edición,No ficción,Escrito,Libro,"Artes, cultura y espectáculos",España,,Académico,,"Pero el jardín, las flores y sus aromas pertenecen al ámbito de Eros y de Afrodita. En Atenas, por ejemplo, nos cuenta Pausanias, había en la Acrópolis un santuario dedicado a la Afrodita de los jardines, la Afrodita en képois, y también un jardín rodeaba la estatua de la diosa desnuda de Praxíteles en Cnido. La diosa del amor se viste de perfumes florales, vestidos tejidos por las Gracias que ""habían hecho con cuantas flores primaverales"
47,Pausanias,"Cardero López, José Luis: Monstruos, muertos y dioses oscuros. El miedo y lo sagrado. Madrid: Aguilar, 2007.","Cardero López, José Luis","Monstruos, muertos y dioses oscuros. El miedo y lo sagrado",2007,Primera edición,No ficción,Escrito,Libro,"Ciencias sociales, creencias y pensamiento",España,,Académico,,"el santuario de Zeus Lycaios, era verdaderamente un reducto de licántropos. Platón lo menciona cuando pone un ejemplo terrible de fábula, relacionada con este santuario siniestro, según la cual, aquél que prueba las entrañas humanas que allí solían mezclarse con piezas de otras carnes sacrificiales, se transformaba fatal e inevitablemente en lobo. Pausanias, Apolodoro y otros autores, hacen asimismo referencia a ciertos extremos de ese ritual."
34,Pausanias,"Borromé, Julio: «El Banquete, elogio del amor». Letras CCS. Caracas: ciudadccs.info, 2016-02-14.","Borromé, Julio",Letras CCS,2016,Primera edición,No ficción,Escrito,Prensa,"Ciencias sociales, creencias y pensamiento",Venezuela,Caribe continental,Académico,Suplemento literario del diario CIUDAD CCS.,"Banquete reclama sus derechos la cuestión de la naturaleza del diálogo como representación discursiva, y por ende apremia el problema de la verdad, la forma y el tipo de relación que ella sostenga con el contenido. Los participantes del banquete —celebrado el año 416 seguido del triunfo de Agatón en las Leneas— Fedro, Pausanias, Erixímano, Aristófanes, Agatón, Diotima, Sócrates, Alcibíades y Apolodoro, el narrador del dialogo, dicen sus argumentos sean cosas opuestas, o empáticas cuya forma medie el suspense o la pregunta sobre un asunto ya expuesto o también implícito en el hecho de recordar que no hay necesidad de detenerse ahí."
34,Pausanias,"Borromé, Julio: «El Banquete, elogio del amor». Letras CCS. Caracas: ciudadccs.info, 2016-02-14.","Borromé, Julio",Letras CCS,2016,Primera edición,No ficción,Escrito,Prensa,"Ciencias sociales, creencias y pensamiento",Venezuela,Caribe continental,Académico,Suplemento literario del diario CIUDAD CCS.,"amor (Eros) es el dios más antiguo, el más venerable, eficaz, virtuoso y conveniente a la felicidad. Eros inspira el valor, las acciones buenas y sobre todo, los dioses admiran más al amante «pues es cosa más divina que un amado, ya que está poseído por un dios». Pausanias, el segundo en argumentar, prefiere encomiar a Eros otorgándole doble naturaleza, nacido de dos Afroditas; rechaza el cuerpo como vía intelectiva justo allí donde el amor está en enamorarse del alma. Erixímano describe la competencia de la medicina (ciencia) gobernada por Eros, cuya valoración amorosa restringe al ámbito"
